,string,position
4507,чим дротом бул,6
4508,ією досить дал,5
4509,лії цвіли без,6
4510,нду ветеранів киї,9
4511,нду тримати п’я,8
4512,ння сухопутних вій,9
4513,ача повітряних сил,7
4514,шня шкоринку хлі,6
4515,шня шкоринку хлі,8
4516,тар вміщено сер,8
4517,ями таки ж,7
4518,рам зоставалося тіл,10
4519,нії згаданого вищ,6
4520,екс борделів в,5
4521,екс борделів в,8
4522,ної переробки пок,9
4523,ект цієї абр,6
4524,ора олександра скр,9
4525,ору францу кса,6
4526,ому призначалася доп,11
4527,ції поліції рів,7
4528,ний відділ інш,5
4529,сія наукма пра,6
4530,сія розглядає под,11
4531,сії вадим анд,5
4532,сії виставлені еле,5
4533,ету верховної рад,8
4534,сах обирається кер,8
4535,рів турбіни ато,8
4536,ори навіть не,5
4537,тні особливості ход,9
4538,ець підтримували тіс,9
4539,ьця президент укр,10
4540,ний тунець у,7
4541,вні елементи при,8
4542,рах передбачені спи,10
4543,кий відділ пів,5
4544,ція погано три,7
4545,кти української мов,8
4546,ими поверхнями зал,7
4547,кту поки не,5
4548,лем свідомості люд,8
4549,лем японської роз,6
4550,ної української вій,8
4551,ьна мікрофотографія gfp,15
4552,ція парацетамолу в,13
4553,ції степовиків сам,12
4554,цій спостерігаємо нин,13
4555,ції історичної фон,9
4556,рти просто неб,6
4557,нче треба роз,6
4558,яку порто-марія і,5
4559,ної миски до,5
4560,нат завдяки gps,10
4561,тах набігала б,9
4562,чук досі обх,5
4563,ння формул пев,5
4564,ння формул пос,5
4565,бля кількарічного рей,11
4566,ном гідрошахти дію,10
4567,ону було под,7
4568,ону його заа,7
4569,ону розчленуватися на,13
4570,оні треба бул,6
4571,ені слов'янського нея,9
4572,них копалин або,7
4573,них копалин як,7
4574,нні державного під,8
4575,ачі протягом пер,6
4576,оль приняв на,6
4577,тва саудівська ара,8
4578,тко викладено сут,5
4579,ткі терміни апа,5
4580,рою дерева й,5
4581,ить бути пещ,5
4582,іло зупинитись й,5
4583,сач зберегла сво,11
4584,сач знатися та,6
4585,чна астрономія ста,10
4586,них досліджень які,8
4587,лах срібні чаш,6
4588,лах францішканів і,12
4589,рий вважає за,8
4590,рий сформував у,11
4591,ими висіла або,7
4592,рих видно руд,5
4593,рих визирали на,9
4594,ому більшість все,5
4595,їсь риси в,7
4596,трі здихали і,8
4597,ала йому жит,7
4598,ала щодня іна,8
4599,тує один дол,6
4600,тів державного та,8
4601,жку скоїв 33-,6
4602,ому півдні кри,5
4603,ній південь арк,8
4604,іми точками габ,5
4605,іми точками обр,5
4606,чка іноземної літ,8
4607,ска грала на,6
4608,ної поляни до,7
4609,аще бути зас,5
4610,аще розумієте інш,9
4611,щих приватних адв,8
4612,ому разі як,5
4613,раю кінбурнської кос,5
4614,раї вічка сеч,5
4615,їни великої тек,7
4616,їни луганській тес,7
4617,їні становив усь,10
4618,вну експозицію на,10
4619,дах копає соб,7
4620,мль очікує отр,6
4621,млю довелося піт,9
4622,ива повторно вид,8
4623,аві визвольні зма,5
4624,изи обсяг вкл,4
4625,кий татарин раї,7
4626,иму було вид,7
4627,ьне провадження за,8
4628,рії зарахування тих,11
4629,щий сексизм і,8
4630,ків знайшли на,10
4631,ків оновлених збр,6
4632,лів протягом трь,6
4633,или ворога ряс,7
4634,ляв поміж усі,5
4635,тою стежкою на,6
4636,ізь скляні две,7
4637,рій чумарки наг,7
4638,рім кухонного сто,7
4639,рім того дея,5
4640,бів спирту для,6
4641,уди летіти так,7
4642,уди пошта не,5
4643,ись поїхати і,6
4644,ури подає в,8
4645,ури україни згі,8
4646,них заходів сві,5
4647,ого інституту в,8
4648,упа запраних виш,8
4649,ння довгий час,5
4650,ння стало пош,6
4651,"елі обов""язково кла",12
4652,ити айфон на,4
4653,упі рваного кам,6
4654,бас передає сво,10
4655,бас працював на,10
4656,сом їде нав,4
4657,урс пройшли 75,10
4658,урс після дво,5
4659,ння відтоді пок,8
4660,кут зору і,5
4661,ого столу біл,6
4662,ущі виглядали спр,10
4663,щів ліщини або,7
4664,рги донецького аер,7
4665,ька вбогих міщ,6
4666,ька годин при,7
4667,ька ковтків пив,9
4668,ька менших і,5
4669,ька метрів і,5
